baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
DIP2C	905.483125960668	-0.529060057616942	0.215311805068109	-2.45718091234982	0.0140032148096176	0.0376763546954508
DIPK1A	822.964450889344	0.109737603569563	0.150549712380418	0.728912741409106	0.466055040337853	0.581964318260581
DIPK1B	602.045755974638	0.590157080072448	0.191730084302905	3.07806196517437	0.00208351586434257	0.00795518656721425
DIPK2A	1010.70830416091	-0.129990467361919	0.204248787738405	-0.636432014119985	0.524494880065567	0.63460139337624
DIPK2B	425.908052422594	-0.505897704047472	0.117910386476235	-4.290527061833	1.7824956192891e-05	0.000149464276685374
DIRAS1	91.3137273278195	0.336850546570585	0.453633567665521	0.742560891831877	0.457747573180096	0.573956621229978
DIS3	1075.61240864643	-0.135811526865677	0.099963822290941	-1.35860678146542	0.174271225124347	0.276643024321273
DIS3L	916.932632179431	-0.267266874935696	0.100321510559047	-2.66410337570015	0.00771938365433061	0.0233797402546345
DIS3L2	916.913783648326	-0.115950063641362	0.0713966732764226	-1.62402613903935	0.104370229996891	0.186730607596978
DISC1	129.296394507997	-1.25215063574322	0.239658962838666	-5.2247185789006	1.74420179639919e-07	3.04530111487217e-06
DISP1	636.439653060301	-0.755287676157258	0.183210919276302	-4.122503610269	3.74776735346859e-05	0.000279840496047179
DISP2	123.602966932879	0.0972313000733079	0.317205091383294	0.306525029750606	0.759204925417776	0.827904024308694
DIXDC1	350.847491933003	-0.207537385308494	0.168348464532171	-1.232784545349	0.21765615880494	0.328563917189233
DKC1	1922.53483050077	0.366066088628928	0.107210538722897	3.41445993080106	0.000639085929820337	0.00296857591280834
DKK1	764.398448122136	2.03001196794856	0.515590687983859	3.93725491025956	8.24190412968622e-05	0.0005349392184373
DKK3	1485.0763954303	-2.00390892444509	0.2947180539963	-6.79941013885172	1.05048363705029e-11	7.16263974630868e-10
DKK4	164.744748322329	-1.19986035692717	0.622530920963187	-1.92739077935395	0.0539309478688924	0.111395954981107
DLAT	1471.6781428643	0.256189323426824	0.152994384061803	1.67450148577568	0.0940320826468492	0.172108735615984
DLC1	1387.30389108007	-0.401828112916746	0.16178357300336	-2.4837386482273	0.013001118694107	0.0355336482451807
DLD	3230.18364372893	-0.263798566467371	0.102242178025968	-2.58013445684197	0.00987618534314878	0.0285593707858242
DLG1	1638.92005127185	-0.066061543858827	0.0902407049752135	-0.732059261693182	0.464132397483404	0.580053560621021
DLG3	327.803486690304	-0.328749933296895	0.297882108701615	-1.10362429865233	0.269756146224118	0.386239044466562
DLG4	220.289149505578	-0.153062685450153	0.166848936819276	-0.917372854559713	0.358947292314517	0.476646389087184
DLG5	742.173723789724	0.0810251128532374	0.232148499784254	0.349022771754019	0.727072213899191	0.802865711819299
DLGAP4	2801.6166816501	0.266262297579316	0.0961625966712511	2.76887591221753	0.00562500541358307	0.0180868565730873
DLGAP5	308.863434572546	0.441812424939642	0.226728589882376	1.94864011269531	0.0513384182575251	0.107203289575474
DLK1	10885.1345002389	2.80611836985728	0.854132572776453	3.28534288387537	0.0010185833278162	0.00435215930470279
DLL1	185.789714439889	-0.68089551140935	0.234634985767547	-2.90193514484627	0.00370865311323876	0.0128121602885355
DLL4	609.449413660255	-0.154809826530554	0.141644729057978	-1.09294449260578	0.274418171645604	0.391538901877735
DLST	3969.23469034985	-0.230586031534547	0.104340463072994	-2.20993874038335	0.0271094141130801	0.064064658853512
DMAC1	857.427482639608	-0.594194681904567	0.182637860142391	-3.25340365596329	0.00114031386263957	0.0047916282205958
DMAC2	1537.31273262119	0.48068855553772	0.089616869382924	5.36381775939734	8.14811143527445e-08	1.59695587963662e-06
DMAC2L	660.086238526799	-0.0933652015261011	0.0982129176029457	-0.950640748740986	0.341786775668899	0.460328456667985
DMAP1	1570.93053159375	0.26038107945286	0.111997606770255	2.32488074488047	0.0200783378515124	0.0502068371854515
DMBT1	39.2110521602352	0.725984111706761	0.58377093442307	1.24361126753294	0.213642667236148	0.324129377449853
DMD	1306.89810175848	-0.534637478044001	0.194453958954065	-2.74942963835618	0.00596990784749807	0.0190118377985097
DMGDH	3484.2106115771	-1.51402260585502	0.255514052132216	-5.92539859636208	3.11540781796926e-09	9.75879692857447e-08
DMKN	627.001951263724	1.81404270184694	0.465871771009801	3.89386697097983	9.86587674858352e-05	0.000620273819545578
DMPK	642.826529032841	-0.0501944225009677	0.177972225206619	-0.282035145892533	0.777916561213405	0.842704996280597
DMRTA1	383.63299320272	-0.565283331812696	0.240000530145504	-2.35534201307799	0.0185056643523482	0.0471749444046842
DMTF1	849.566093585281	0.258247833634148	0.114760051289219	2.25032867041258	0.024428089254102	0.058757128905847
DMTN	1329.34869323895	0.431663400054344	0.22348069456967	1.93154670870138	0.0534154788813372	0.110583210678747
DMWD	683.062730745308	0.239985773942632	0.0828417579885982	2.89691792846383	0.00376848327125658	0.0129911391109976
DMXL1	841.239338978149	-0.379273711212471	0.11220332267899	-3.38023600510976	0.000724236124840773	0.00328518172174797
DMXL2	670.648593442293	0.0893762561878377	0.135244336790385	0.660850267810931	0.508708342152011	0.620265089183935
DNA2	180.41602844454	0.72098445305393	0.16607716201923	4.34126188265698	1.41666750773906e-05	0.000123339566954029
DNAAF2	538.141241492793	-0.179512227813688	0.106280318160629	-1.6890448854545	0.0912108285627656	0.167750750146313
DNAAF5	1107.57381991086	0.047418658957443	0.0970515775637459	0.488592356227257	0.625130325666808	0.721025940973424
DNAH1	801.048265222857	-0.0595697740332946	0.218377178924187	-0.27278387937219	0.785019352176008	0.847917767837268
DNAH11	120.075288134394	-0.942545805152945	0.348911890463548	-2.70138631246049	0.00690510827886206	0.0214470577206085
DNAH14	329.226193490119	0.48577395312704	0.118471147815953	4.10035660228174	4.12513985215258e-05	0.000302782927958281
DNAH5	126.444299325202	-0.183948223687853	0.339028106782333	-0.542575143499692	0.587422356921414	0.689320085025687
DNAH6	162.053529780651	-1.36641086093358	0.33891381004545	-4.03173556353557	5.53664637758048e-05	0.000385009413964332
DNAJA1	8878.79834141132	-0.0437423909765279	0.119586147235678	-0.365781421909355	0.714528183804319	0.793046054516668
DNAJA2	2692.72753554308	-0.612612849124483	0.124485525784056	-4.92115726118372	8.60339628724283e-07	1.19205346418429e-05
DNAJA3	3032.01293237434	-0.318384244714625	0.111877858289706	-2.84581998245062	0.00442972291636968	0.0148594149097797
DNAJA4	263.465262842247	-0.0567859380716516	0.300168339049347	-0.189180305462916	0.849951502907696	0.894922116398667
DNAJB1	5762.93982386677	-0.212937102443522	0.163048793933593	-1.30597164999729	0.191562198682111	0.297957531987843
DNAJB11	5740.07525920358	0.318664640412735	0.104266845171915	3.05624131896694	0.00224130786442725	0.00844870543375525
DNAJB12	2243.59294731867	0.141086610620834	0.0823340906216044	1.71358679686216	0.0866046400924426	0.161187694259759
DNAJB14	579.561223456639	-0.425316918228426	0.10184508234006	-4.1761163961584	2.96528131174572e-05	0.000228662020200391
DNAJB2	4144.31082395045	0.343806655739665	0.11560906355964	2.97387285350947	0.00294066898206686	0.0105676467857631
DNAJB4	541.405487618099	-0.343840699543482	0.166580330562529	-2.06411344233955	0.0390069617382715	0.0861905490907909
DNAJB5	250.331241696533	-0.449980726080607	0.118828760935737	-3.78679978262128	0.000152599962230731	0.000897381983975995
DNAJB6	2313.44489321535	0.0290941738710521	0.084953992392618	0.342469765712626	0.731997393360532	0.806654153707528
DNAJB9	3266.26034798829	-0.401454661586667	0.148162236962085	-2.70956128780237	0.00673722566929459	0.0209960929866999
DNAJC1	2305.85563642952	0.189761048413781	0.123106884128579	1.54143328179426	0.123211369123436	0.212458842938123
DNAJC10	2086.89048819639	0.062719484069321	0.11443733544556	0.548068371437729	0.583644957066225	0.686064823409213
DNAJC11	835.282240636603	-0.174002586493598	0.144454416033808	-1.20455013609881	0.22837701624288	0.340541464712997
DNAJC12	623.013832262581	0.567536260262132	0.31214042799544	1.81820811839991	0.0690323296523027	0.135420022811263
DNAJC13	1421.17887471116	-0.206785388993422	0.0967698947904185	-2.13687727408686	0.0326079748711853	0.0745323148508202
DNAJC14	587.034110687077	-0.244623253051956	0.154252313307819	-1.58586440492336	0.112770071899623	0.197798034316223
DNAJC15	1359.14255878694	-0.0979147164348763	0.156854682986539	-0.624238400604711	0.532471031423601	0.640914448768257
DNAJC16	1130.66918912313	0.11399368008751	0.105810271541815	1.07734039830397	0.281328220584008	0.398971767670041
DNAJC17	759.385831401313	0.108126681012569	0.124098297604579	0.871298664846308	0.383591099308596	0.50086101003998
DNAJC18	106.642942230482	-0.0304231372512786	0.151376077387564	-0.200977180650462	0.840716417210351	0.888520246774359
DNAJC19	1466.95225430172	-0.137876953144586	0.116767672339925	-1.18078017983616	0.237690059738293	0.350904552808496
DNAJC2	1152.07945681059	0.358123320099925	0.0838822621079403	4.26935696654304	1.96037314224637e-05	0.000161968329450266
DNAJC21	2080.78941817447	0.0362045357455407	0.0809314708624337	0.447348050884689	0.65462377809162	0.745212381911326
DNAJC22	2660.05314925042	0.495591591187507	0.168559113363058	2.94016491484538	0.0032803760002841	0.0115954354935008
DNAJC24	196.320631612902	-0.353831246258229	0.129620376609231	-2.72975017905504	0.00633823365012901	0.0199980070475941
DNAJC25	806.838863224397	-0.612637359367911	0.154581965321691	-3.96318780197281	7.39555578564917e-05	0.000488325306845489
DNAJC27	88.3361314945125	-0.425672773390959	0.105123411816516	-4.04926710459068	5.13782786482926e-05	0.000362925626983986
DNAJC3	4528.80487971719	-0.053019844441358	0.139106816921465	-0.381144832544699	0.703095782080966	0.784345634793673
DNAJC30	814.895465899921	-0.0753862235250678	0.145380774153116	-0.518543280321718	0.604079271180314	0.703448924948297
DNAJC4	1499.00664092732	0.375498137706425	0.163067034858383	2.30272254617574	0.0212944588148314	0.052677050591205
DNAJC5	2780.8689121578	0.41994257001362	0.100427940246628	4.18153124501345	2.89552451011027e-05	0.000225159183844409
DNAJC6	180.018097251659	-0.248517567843878	0.247416052336551	-1.00445207777315	0.315160758979199	0.434120960401438
DNAJC7	2657.6839474154	0.0525337847634303	0.0834085502993508	0.629836924090973	0.528801284727076	0.637741635043686
DNAJC8	2859.78278810372	0.198815073569608	0.0906880124340805	2.19229717614688	0.0283580555313171	0.0664457604283258
DNAJC9	475.956603553828	0.336495898941218	0.145134442937352	2.31851166498409	0.0204215297387346	0.0508966752145645
DNAL1	215.899952296943	-0.589791229409068	0.0980861678508606	-6.01299084602675	1.82131325357432e-09	6.09692847546648e-08
DNAL4	497.055775766093	-0.0867542991281727	0.104054216622358	-0.833741312406669	0.404426772740654	0.522391157714161
DNALI1	612.37360442025	0.195350658524696	0.297725582848832	0.656143340640914	0.511731900484335	0.622720906516491
DNASE1	278.713615229328	0.0630534374738178	0.139191409263146	0.452998053598359	0.650550143081344	0.74170642091924
DNASE1L1	465.393188406905	-0.309983038584255	0.152047553322362	-2.03872427941704	0.0414775531725569	0.0905377761331886
DNASE1L3	739.935735731257	-1.21466703539842	0.281548906288872	-4.31423105636987	1.60159373450206e-05	0.000137317318533913
DNASE2	2730.3375164154	-0.526969848479374	0.129126590541947	-4.08103277773903	4.48360309959918e-05	0.000326137440512675
DNHD1	341.6409685115	0.124770040660713	0.169565912600359	0.73582029988997	0.461840065552241	0.577746045696145
DNM1	295.836024226526	0.216160913161785	0.309192956056072	0.69911331719531	0.484481216643166	0.599241374986845
DNM1L	1580.72796525619	0.151387389725551	0.0907970846610398	1.66731553431153	0.0954516793406291	0.174141178123905
DNM2	4467.93513196922	-0.0615624798146933	0.0971517561885305	-0.633673360420027	0.526294013765419	0.635783191750374
DNMBP	882.49375584785	0.0448425895872179	0.137062487499008	0.327168946116948	0.743540106962279	0.815973069521078
DNMT1	1899.53944312383	0.30321874018931	0.16250426134181	1.8659125470656	0.0620536018699181	0.124713684800619
DNMT3A	1246.80343919752	0.936286087516971	0.126541546450023	7.39904097731848	1.37171522269119e-13	1.75946244653113e-11
DNMT3B	168.111219164457	0.612190736751285	0.208838949321017	2.93140115261859	0.00337436733438341	0.0118822856256964
DNPEP	3155.83621403275	0.0215261807147462	0.089607226674104	0.240228177053572	0.810153371015026	0.865611292494817
DNPH1	3769.62373493304	0.200582250898363	0.146528676513407	1.36889416919022	0.171032358661397	0.272805245808717
DNTTIP1	995.115557515652	0.179195507069156	0.0903739535842842	1.98282248327263	0.0473872617018726	0.100678350857449
DNTTIP2	1962.68555397024	-0.0486055100773526	0.0899185256370746	-0.540550567672029	0.588817397598681	0.690578434355505
DOC2B	141.510532134221	-0.268035456590366	0.265174496392811	-1.01078897192782	0.312117442465063	0.430859988658217
DOCK1	1247.3728536431	-0.337455580517551	0.17076338676301	-1.97615886469785	0.0481367871932501	0.101940680725682
DOCK10	260.735458597192	-0.760825316570735	0.237802134172364	-3.19940491374764	0.00137711605527489	0.00561376289996419
DOCK11	244.508957793509	-0.579138943610134	0.228878369884264	-2.53033497181487	0.0113953677135979	0.0319885132675323
DOCK2	329.402866151387	-0.541200288325048	0.246806875914001	-2.1928087956254	0.0283211579672795	0.0663953314270911
DOCK4	867.680493605862	0.0255319792744733	0.12261661685483	0.208226094711955	0.835052434479141	0.884482404437681
DOCK5	902.497803987737	-0.247323071156469	0.174919972983631	-1.41392127461404	0.15738501864313	0.256367468065199
DOCK6	1348.53537099748	0.0295086714502619	0.097996351720057	0.301120102251953	0.763322912632769	0.830885567979854
DOCK7	913.793199629482	-0.132534978358552	0.125699925028346	-1.05437595391297	0.291710826880726	0.410371784367445
DOCK8	448.764215438543	-0.0409790851649631	0.232421866002587	-0.17631338165277	0.860047749678599	0.9019991681457
DOCK9	805.686255022443	-0.512132897313742	0.145447556829416	-3.52108284578738	0.000429788316316983	0.00212759176075144
DOHH	635.869635354915	0.185226242561101	0.110300355898998	1.67928961834641	0.0930956133031139	0.170801120971218
DOK1	195.341553182585	-0.247980054244965	0.187463856809165	-1.32281528005372	0.185896814521089	0.290997248927103
DOK2	307.144691816128	-0.0572716128610765	0.22263981816865	-0.257238859302756	0.796994387672327	0.856993882162599
DOK3	179.954496441594	-0.191675659973918	0.19004229723144	-1.00859473267937	0.313169034495738	0.431974535976606
DOK4	1811.67945091236	-0.401495598013908	0.15477353581572	-2.59408429159327	0.00948432312562823	0.027704488408684
DOK7	133.682982451807	-0.564442934108916	0.345878490420017	-1.63191106050997	0.102698223663631	0.184324672701903
DOLK	1026.10533101093	0.164388051382896	0.0932013018274234	1.76379565692426	0.0777663889864257	0.14817819816431
DOLPP1	1200.18082663911	0.150871128344488	0.107790557940301	1.39966924030625	0.161612389023308	0.261319083848846
DONSON	682.273060199702	0.290440499408105	0.123838260320866	2.34532121700976	0.0190106934491167	0.0481492734375967
DOP1A	358.10475046754	0.104684813133662	0.158399995142938	0.660888992068438	0.508683505995231	0.620265089183935
DOP1B	1088.45428409138	0.443369651586032	0.178366408550292	2.48572393865867	0.0129288215091963	0.0354067460095699
DOT1L	1312.49833172592	0.553004190624335	0.13644502102165	4.0529451824892	5.05768566041837e-05	0.000358626015635043
DPAGT1	2038.64771405106	0.224428536368246	0.0902470384366146	2.48682439065161	0.0128889003864902	0.0353238215584897
DPCD	325.967650106382	0.0015022874963652	0.154955170063079	0.0096949814307819	0.992264645177067	0.995001839357348
DPEP1	49.7577446822821	-0.826341009643671	0.436321850475971	-1.89387950372469	0.0582410056283137	0.118516747484192
DPF2	1192.3745285936	0.188871214126953	0.0757721934401332	2.49261906712755	0.0126804807139829	0.0348706490447142
DPH1	536.087845455264	-0.0225349185752706	0.126803808739275	-0.177714839950946	0.858946930174213	0.901608935375703
DPH2	1016.7678741471	0.136195625047627	0.114145384573186	1.19317680304721	0.232800137457092	0.345506447560616
DPH3	1336.91705677367	0.400945903044045	0.0942518555178418	4.25398418780356	2.10000136937592e-05	0.000170817185929577
DPH5	806.001182509085	0.0483743270291173	0.111596063659957	0.433477001272358	0.664668270802589	0.752756136746878
DPH6	293.920389844594	0.103725650174079	0.103650834099487	1.0007218087075	0.316961320779707	0.436322804239836
DPH7	652.283911707798	0.518048557243129	0.11502346910015	4.50385092099831	6.67330281217972e-06	6.47585302859838e-05
DPM1	1221.29760421785	-0.0683715710047786	0.0824052390117585	-0.829699322818815	0.406708804428061	0.524582233489194
DPM2	2282.02360564075	0.675661032792598	0.133166114045052	5.07382105153277	3.89905750229357e-07	6.04213994524081e-06
DPM3	2031.11235843718	0.339380582321906	0.171098020432403	1.9835447626116	0.0473066122482317	0.100550805853296
DPP3	1651.54939089033	-0.000967031265952433	0.106208431736544	-0.00910503290690903	0.992735335193533	0.995193551608157
DPP4	4438.23799428037	-1.00998472730533	0.231918094285027	-4.35491991437314	1.33115575684333e-05	0.000117393620353338
DPP7	4326.59335320773	-0.128897361164036	0.212580899636346	-0.606344979179859	0.544285696378186	0.650421658203062
DPP8	767.575878684279	-0.161196842190266	0.0893260982489407	-1.80458841648977	0.0711391120442722	0.138308049703073
DPP9	3643.55413476706	0.139544892114772	0.102926261491165	1.35577538806021	0.175170644437171	0.277716644653023
DPT	249.800912701588	-2.94970308321512	0.428493845692063	-6.88388669492099	5.82412050704278e-12	4.57649428435761e-10
DPY19L1	1062.74574401344	-0.326860629069302	0.128100568851624	-2.5515938922012	0.0107231426904603	0.0304912891911573
DPY19L3	590.43579192118	0.234508380067103	0.100394146847911	2.33587701504515	0.0194976522214674	0.0490374848629605
DPY19L4	1177.30693461026	0.0340803388551242	0.125356508067404	0.271867327676351	0.785724034057596	0.848395971096529
DPY30	1668.29254083668	0.243265693351376	0.104313794240114	2.33205680153304	0.0196977031907539	0.0494829832918784
DPYD	1967.89410364498	0.187113078121137	0.203992095570374	0.917256512307292	0.359008239753213	0.476653453610565
DPYS	10201.3553654618	-0.729727953551891	0.291148531656099	-2.50637689773355	0.0121975523205723	0.0338055618258953
DPYSL2	1586.29671304093	-0.875260221264776	0.174089233989594	-5.02765278016614	4.96519865828e-07	7.43631775930837e-06
DPYSL3	775.001128812995	-1.82327360863345	0.259897952218812	-7.01534426519225	2.29383440224181e-12	2.06365449173907e-10
DQX1	156.4545943689	2.74515655747861	0.546338332971812	5.02464570359965	5.0436276542216e-07	7.54505730490078e-06
DR1	1618.73344138368	0.147566494379484	0.0924661429174924	1.59589758719748	0.110511660323185	0.194653781031524
DRAM1	698.839439100664	0.269662067466844	0.164733103587181	1.63696343718876	0.101638109475609	0.182903418288167
DRAM2	1492.91745745554	0.140516534360437	0.0969476671369902	1.44940604049691	0.147224222774608	0.243418388934108
DRAP1	3929.219995604	0.435600037210667	0.108290130488629	4.02252758626427	5.75769080601759e-05	0.000398030332934674
DRC3	99.654674342388	0.0756002493452591	0.158569037232169	0.47676551907526	0.633529101681309	0.727990909373901
DRG1	2437.52184157693	0.406285304785119	0.0968353950391955	4.19562810293353	2.72116432631168e-05	0.000213776092908238
DRG2	1043.56958090705	0.0690197687885018	0.104650204977962	0.659528271378318	0.509556597740891	0.621007123587323
DROSHA	1460.64814638208	0.166410326311839	0.0886285549850881	1.87761524871796	0.060433818182552	0.122056606395326
DSC2	722.110220413209	0.38935614352754	0.191497949464918	2.03321312116123	0.0420309959940141	0.0915761105116806
DSCC1	224.375674261942	0.196707480384715	0.158283997791558	1.24275026616245	0.213959874551207	0.324382700387464
DSE	269.894566855313	-1.42227259815596	0.213886493005771	-6.64966065957979	2.93769525920391e-11	1.7538176075109e-09
DSEL	245.257513981905	-0.873132575807583	0.289906293379163	-3.01177516924626	0.0025972488535058	0.00957523019270565
DSG1	393.785232930692	-2.06770799509986	0.390489017993182	-5.29517579195008	1.18901971498302e-07	2.19424246990706e-06
DSG2	1723.04333679673	0.0730506461136676	0.26524484636247	0.275408352378844	0.783002527850872	0.846374447084526
DSN1	917.190202110042	0.135372487742087	0.130726291543018	1.03554140597295	0.300416139842516	0.41929445072827
DSP	10666.4929248726	-0.0546500276610401	0.175615421169539	-0.311191507540109	0.755655038751552	0.825352923617432
DST	5178.23674595276	-0.236054238183465	0.148679464294362	-1.5876721059212	0.112360503772612	0.197239881622519
DSTN	7169.74653229927	-0.240689669111229	0.113839916790174	-2.11428184329105	0.034491202188229	0.0778455617331894
DSTYK	555.040409796494	-0.118425607480156	0.141382177788409	-0.83762755201996	0.402239913818529	0.520217438706104
DTD1	788.707223683729	0.00153385767312054	0.180893992000494	0.00847931794836144	0.993234564194117	0.995539944227063
DTD2	434.996429627295	0.0552286329690617	0.0949816648467564	0.581466255178488	0.560926254799281	0.665214173464362
DTL	601.899479327792	0.24900870031646	0.202797564444456	1.22786829811588	0.219496411864692	0.330725286776819
DTNA	867.64825843713	0.243143994007285	0.260123232551126	0.934726174293164	0.349929434295122	0.468078040401994
DTNB	474.476224841122	0.351341076884662	0.101198470330951	3.47180224894373	0.000516977003498315	0.00248431441798168
DTNBP1	529.11445368029	0.290756931604999	0.148970889281549	1.95177012775617	0.0509655023737643	0.106613609438417
DTWD1	443.350552787872	-0.189091682378862	0.0806122130721863	-2.34569521381995	0.0189916304059533	0.0481103973228636
DTWD2	256.281745883036	-0.623377709376087	0.130191447244892	-4.7881617615288	1.68315955170558e-06	2.07472235892919e-05
DTX1	739.281963091552	0.666630891701795	0.323449907837365	2.06100195284949	0.0393028537783478	0.0867555751743901
DTX2	597.319943857553	0.43259321270024	0.105253297483625	4.11002052232656	3.95623955213768e-05	0.000292206860877672
DTX3	305.398617929611	0.142768013875952	0.225964283983775	0.631816725010412	0.527506643513441	0.636951120022056
DTX3L	3918.70871638154	0.147346529714028	0.100709092180429	1.46309063584889	0.143442579841244	0.238641148304009
DTX4	1265.7046258357	0.287458548185916	0.246534250976183	1.16599842434748	0.243615082531971	0.357591678947024
DTYMK	1355.32798917653	0.702578453881518	0.125554254896188	5.59581556564876	2.19587042566273e-08	5.22932010376116e-07
DUOX1	192.446677914601	0.214559395511807	0.287411844847781	0.746522453260207	0.455351873207035	0.57156123606212
DUOX2	271.697944038502	-0.638320589632833	0.516259116171861	-1.23643451444708	0.216297093355525	0.327389746982221
DUOXA2	90.3617075282117	-0.861706151803776	0.56827095465032	-1.51636493956306	0.129427099316803	0.220971016295359
DUS1L	6877.42688624282	0.114230596943438	0.122778382933615	0.930380366755612	0.352174180216581	0.469722691723031
DUS2	446.050895743944	-0.0743705070319717	0.121609295497857	-0.611552815329667	0.540833664528004	0.647491001197698
DUS3L	940.439979071264	0.300382076977153	0.106441358416857	2.82204287360525	0.0047718797395505	0.0157864407624813
DUS4L	287.161676268146	-0.0467731193819651	0.0922214245854358	-0.507182789598241	0.612026569586628	0.710148160232401
DUSP1	8234.14439611809	-0.888910517763424	0.216072352161331	-4.11394844769272	3.88948332879615e-05	0.000288262337096992
DUSP10	1533.18255724511	-0.415127755817207	0.178389712065046	-2.32708350168668	0.019960821431493	0.0499985386011197
DUSP11	514.462588451929	0.0314093480649039	0.0709288192937771	0.442829140223113	0.65788932415663	0.747496596601398
DUSP12	506.275188329556	0.263103836476644	0.0948776417961109	2.7730857501923	0.00555274867171986	0.0178989447728616
DUSP14	610.850030234964	0.214862890481499	0.110214491718063	1.94949763077558	0.0512360254712689	0.107075771895514
DUSP16	3160.94617353816	-0.292748397624827	0.143378228688465	-2.04179114432301	0.041172253069618	0.0899926672037964
DUSP19	98.2149950268844	-0.290550264402054	0.142840579276765	-2.03408769323939	0.0419427545736745	0.0914146005218629
DUSP2	169.492119011545	0.0677135057735301	0.265335322531314	0.255199741698691	0.798568830560264	0.857761313316326
DUSP22	1419.77775013368	0.128468251948649	0.126293481684918	1.01721997235896	0.309048796914857	0.427678734983104
DUSP23	4595.68082404515	0.205704553951846	0.182971302753794	1.12424489991549	0.260909146335828	0.37627496279424
DUSP28	136.363484341773	0.182815704480107	0.0861975721133932	2.12089157499253	0.0339309278258155	0.0769160402420718
DUSP3	6499.26900343174	-0.351263020747343	0.100307768151092	-3.50185262040963	0.00046203512102871	0.00226130147069397
DUSP4	268.883823471573	-1.464048686976	0.317720829857771	-4.60797199740219	4.0661540730404e-06	4.2310864270071e-05
DUSP5	768.554648286038	0.755582758550453	0.237818991115918	3.17713381511305	0.00148738390115743	0.00599348629533266
DUSP6	2531.45681730139	0.14696323106792	0.167686276932188	0.876417759142878	0.380802967329264	0.498414067665247
DUSP7	562.422350519614	0.0682771636189076	0.101527159318816	0.672501467361095	0.50126450628703	0.613498505332874
DUSP8	579.159054108123	0.258495984158651	0.212668229266951	1.2154894271216	0.224179478865381	0.335960160037935
DUSP9	1783.91762688039	3.44872476103317	0.33369976058361	10.3348134113182	4.90365475030218e-25	1.05878078816941e-21
DUT	1746.73816462131	-0.359750219142521	0.126348363533908	-2.84728831526161	0.0044093408193552	0.0148063790344082
DVL1	2845.17952964178	0.267048005286544	0.139823110372601	1.90989890422917	0.0561462311955118	0.115054480407759
DVL2	964.400057912412	0.521578104311918	0.111359276586366	4.68374185160407	2.8168473259973e-06	3.15950277993896e-05
DVL3	3034.37211524547	0.374999839927395	0.0952537338914369	3.9368518650911	8.25575340460749e-05	0.000535301728511962
DXO	887.39773998647	0.370616213236539	0.108650092372682	3.41109892447477	0.0006470161250769	0.00300218262907279
DYM	1404.15478167458	0.45024741075824	0.0874907950772967	5.14622607281661	2.6577909588143e-07	4.35293070435388e-06
DYNC1H1	7967.62441181329	0.00723756586325007	0.0890347137267813	0.0812892585408857	0.935211916162586	0.955343823835854
DYNC1I1	261.455059348916	-2.47659794165875	0.413099629378094	-5.99515895327038	2.0328650098387e-09	6.77011984639085e-08
DYNC1I2	1424.90290731222	-0.172001524839732	0.115167873408613	-1.49348529020307	0.135310201906216	0.228069693689179
DYNC1LI1	1099.42673707224	0.27853954655306	0.0840273043589443	3.31486947817826	0.000916859239873879	0.00399123368701818
DYNC1LI2	944.872530243608	-0.56795036394806	0.174913053012469	-3.24704391219775	0.00116610396551481	0.0048857945903119
DYNC2LI1	412.887796372031	-0.0151875647542456	0.0921017268202284	-0.164899891441665	0.869022777847401	0.908798037375934
DYNLL1	6416.8045179914	0.218812148994167	0.104899954328888	2.08591271935291	0.0369865299195642	0.0825000852458599
DYNLL2	5053.39082748693	-0.289354981348442	0.0885103828120145	-3.26916427378918	0.0010786565776073	0.00456601603713564
DYNLRB1	4636.3178562692	0.419034834443235	0.134104936492325	3.12467866883646	0.00177999386507738	0.00697725280546975
DYNLT1	1834.63947137604	0.441473156737553	0.12223424446678	3.61169784018694	0.0003041988838748	0.00159421381092153
DYNLT3	1362.83096086731	-0.212453999584597	0.114379250543847	-1.8574522789267	0.0632468345548351	0.126542508364153
DYRK1A	1529.88394423278	-0.135342635363832	0.0834207739357259	-1.62240925105911	0.104715749663434	0.187138054771997
DYRK1B	700.422096568548	0.467232855576521	0.174319571965555	2.6803235592435	0.00735510278200808	0.0225207649588548
DYRK2	757.654010317247	0.0707286860273124	0.150606619091454	0.469625348832534	0.638622710896977	0.732220304422545
DYRK3	153.163402415461	-0.796235761697061	0.190585336090562	-4.1778437839452	2.9428565644643e-05	0.000228018581295664
DYRK4	436.458038430702	-0.045439202334816	0.136884326322746	-0.331953288995844	0.739924530820674	0.812844909485761
DYSF	1764.34207703992	-0.842761801697972	0.163120615560088	-5.16649473645181	2.38524916564992e-07	3.97183842429238e-06
DZIP1	135.486119165435	-0.48904148446821	0.285933401568892	-1.71033353146181	0.0872042145741497	0.16206148326038
DZIP1L	78.6532870419771	0.255355595846652	0.304427692586061	0.838805411155108	0.401578513704765	0.519517639808791
DZIP3	443.878166871284	-0.0314827174051097	0.122108103365898	-0.25782660230805	0.796540732731546	0.856648280967722
E2F1	1257.42122114208	-0.130554687391199	0.244183462471431	-0.534658187208209	0.592886239667264	0.693955061751586
E2F2	143.165390420302	0.446473173817308	0.22347959546149	1.99782522827344	0.0457356112216408	0.0979346848555961
E2F3	642.134460003324	0.23462241962203	0.146784469180293	1.5984144707697	0.109950766230982	0.193982320103823
